Time,Il,VD,V2,V3,Vout
0.02187,12.4938,0,0.4,0.7,-30.8741
0.021871,12.432,0,0.4,0.71,-30.9369
0.021872,12.3701,0,0.4,0.72,-30.999
0.021873,12.308,0,0.4,0.73,-31.0603
0.021874,12.2458,0,0.4,0.74,-31.1209
0.021875,12.1835,0,0.4,0.75,-31.1808
0.021876,12.1211,0,0.4,0.76,-31.2399
0.021877,12.0586,0,0.4,0.77,-31.2982
0.021878,11.9959,0,0.4,0.78,-31.3558
0.021879,11.9332,0,0.4,0.79,-31.4127
0.02188,11.8703,0,0.4,0.8,-31.4689
0.021881,11.8073,0,0.4,0.81,-31.5243
0.021882,11.7442,0,0.4,0.82,-31.5789
0.021883,11.681,0,0.4,0.83,-31.6328
0.021884,11.6177,0,0.4,0.84,-31.686
0.021885,11.5542,0,0.4,0.85,-31.7384
0.021886,11.4907,0,0.4,0.86,-31.7901
0.021887,11.4271,0,0.4,0.87,-31.8411
0.021888,11.3633,0,0.4,0.88,-31.8913
0.021889,11.2995,0,0.4,0.89,-31.9408
0.02189,11.2356,0,0.4,0.9,-31.9895
0.021891,11.1715,0,0.4,0.91,-32.0375
0.021892,11.1074,0,0.4,0.92,-32.0848
0.021893,11.0432,0,0.4,0.93,-32.1313
0.021894,10.9789,0,0.4,0.94,-32.1771
0.021895,10.9145,0,0.4,0.95,-32.2222
0.021896,10.85,0,0.4,0.96,-32.2666
0.021897,10.7854,0,0.4,0.97,-32.3102
0.021898,10.7208,0,0.4,0.98,-32.353
0.021899,10.656,0,0.4,0.99,-32.3952
0.0219,10.5912,0,0.4,1,-32.4366
0.021901,10.5263,0,0.4,0.99,-32.4772
0.021902,10.4613,0,0.4,0.98,-32.5172
0.021903,10.3962,0,0.4,0.97,-32.5564
0.021904,10.3311,0,0.4,0.96,-32.5949
0.021905,10.2658,0,0.4,0.95,-32.6326
0.021906,10.2005,0,0.4,0.94,-32.6697
0.021907,10.1351,0,0.4,0.93,-32.706
0.021908,10.0697,0,0.4,0.92,-32.7415
0.021909,10.0042,0,0.4,0.91,-32.7764
0.02191,9.93859,0,0.4,0.9,-32.8105
0.021911,9.87294,0,0.4,0.89,-32.8439
0.021912,9.80722,0,0.4,0.88,-32.8766
0.021913,9.74143,0,0.4,0.87,-32.9086
0.021914,9.67558,0,0.4,0.86,-32.9398
0.021915,9.60967,0,0.4,0.85,-32.9703
0.021916,9.5437,0,0.4,0.84,-33.0001
0.021917,9.47767,0,0.4,0.83,-33.0292
0.021918,9.41159,0,0.4,0.82,-33.0575
0.021919,9.34544,0,0.4,0.81,-33.0852
0.02192,9.27925,0,0.4,0.8,-33.1121
0.021921,9.21299,0,0.4,0.79,-33.1383
0.021922,9.14669,0,0.4,0.78,-33.1638
0.021923,9.08034,0,0.4,0.77,-33.1886
0.021924,9.01394,0,0.4,0.76,-33.2127
0.021925,8.94749,0,0.4,0.75,-33.236
0.021926,8.88099,0,0.4,0.74,-33.2587
0.021927,8.81445,0,0.4,0.73,-33.2806
0.021928,8.74787,0,0.4,0.72,-33.3018
0.021929,8.68125,0,0.4,0.71,-33.3224
0.02193,8.61458,0,0.4,0.7,-33.3422
0.021931,8.54788,0,0.4,0.69,-33.3613
0.021932,8.48114,0,0.4,0.68,-33.3797
0.021933,8.41436,0,0.4,0.67,-33.3974
0.021934,8.34755,0,0.4,0.66,-33.4144
0.021935,8.2807,0,0.4,0.65,-33.4307
0.021936,8.21383,0,0.4,0.64,-33.4463
0.021937,8.14692,0,0.4,0.63,-33.4612
0.021938,8.07998,0,0.4,0.62,-33.4754
0.021939,8.01302,0,0.4,0.61,-33.4889
0.02194,7.94603,0,0.4,0.6,-33.5017
0.021941,7.87901,0,0.4,0.59,-33.5138
0.021942,7.81197,0,0.4,0.58,-33.5252
0.021943,7.74491,0,0.4,0.57,-33.5359
0.021944,7.67783,0,0.4,0.56,-33.546
0.021945,7.61073,0,0.4,0.55,-33.5553
0.021946,7.54361,0,0.4,0.54,-33.564
0.021947,7.47647,0,0.4,0.53,-33.5719
0.021948,7.40932,0,0.4,0.52,-33.5792
0.021949,7.34216,0,0.4,0.51,-33.5858
0.02195,7.27498,0,0.4,0.5,-33.5917
0.021951,7.20779,0,0.4,0.49,-33.5969
0.021952,7.14059,0,0.4,0.48,-33.6015
0.021953,7.07338,0,0.4,0.47,-33.6053
0.021954,7.00617,0,0.4,0.46,-33.6085
0.021955,6.93895,0,0.4,0.45,-33.611
0.021956,6.87173,0,0.4,0.44,-33.6129
0.021957,6.8045,0,0.4,0.43,-33.614
0.021958,6.73727,0,0.4,0.42,-33.6145
0.021959,6.67004,0,0.4,0.41,-33.6143
0.02196,6.60281,0,0.4,0.4,-33.6134
0.021961,6.69881,1,0.4,0.39,-33.5463
0.021962,6.79481,1,0.4,0.38,-33.4793
0.021963,6.89081,1,0.4,0.37,-33.4124
0.021964,6.98681,1,0.4,0.36,-33.3457
0.021965,7.08281,1,0.4,0.35,-33.279
0.021966,7.17881,1,0.4,0.34,-33.2125
0.021967,7.27481,1,0.4,0.33,-33.1462
0.021968,7.37081,1,0.4,0.32,-33.08
0.021969,7.46681,1,0.4,0.31,-33.0139
0.02197,7.56281,1,0.4,0.3,-32.9479
0.021971,7.65881,1,0.4,0.29,-32.8821
0.021972,7.75481,1,0.4,0.28,-32.8164
0.021973,7.85081,1,0.4,0.27,-32.7508
0.021974,7.94681,1,0.4,0.26,-32.6854
0.021975,8.04281,1,0.4,0.25,-32.6201
0.021976,8.13881,1,0.4,0.24,-32.5549
0.021977,8.23481,1,0.4,0.23,-32.4898
0.021978,8.33081,1,0.4,0.22,-32.4249
0.021979,8.42681,1,0.4,0.21,-32.3601
0.02198,8.52281,1,0.4,0.2,-32.2955
0.021981,8.61881,1,0.4,0.19,-32.231
0.021982,8.71481,1,0.4,0.18,-32.1666
0.021983,8.81081,1,0.4,0.17,-32.1023
0.021984,8.90681,1,0.4,0.16,-32.0382
0.021985,9.00281,1,0.4,0.15,-31.9741
0.021986,9.09881,1,0.4,0.14,-31.9103
0.021987,9.19481,1,0.4,0.13,-31.8465
0.021988,9.29081,1,0.4,0.12,-31.7829
0.021989,9.38681,1,0.4,0.11,-31.7194
0.02199,9.48281,1,0.4,0.1,-31.656
0.021991,9.57881,1,0.4,0.09,-31.5927
0.021992,9.67481,1,0.4,0.08,-31.5296
0.021993,9.77081,1,0.4,0.07,-31.4666
0.021994,9.86681,1,0.4,0.06,-31.4038
0.021995,9.96281,1,0.4,0.05,-31.341
0.021996,10.0588,1,0.4,0.04,-31.2784
0.021997,10.1548,1,0.4,0.03,-31.2159
0.021998,10.2508,1,0.4,0.02,-31.1535
0.021999,10.3468,1,0.4,0.01,-31.0913
0.022,10.4428,1,0.4,1.37043e-011,-31.0292
0.022001,10.5388,1,0.4,0.01,-30.9672
0.022002,10.6348,1,0.4,0.02,-30.9053
0.022003,10.7308,1,0.4,0.03,-30.8435
0.022004,10.8268,1,0.4,0.04,-30.7819
0.022005,10.9228,1,0.4,0.05,-30.7204
0.022006,11.0188,1,0.4,0.06,-30.659
0.022007,11.1148,1,0.4,0.07,-30.5978
0.022008,11.2108,1,0.4,0.08,-30.5366
0.022009,11.3068,1,0.4,0.09,-30.4756
0.02201,11.4028,1,0.4,0.1,-30.4147
0.022011,11.4988,1,0.4,0.11,-30.354
0.022012,11.5948,1,0.4,0.12,-30.2933
0.022013,11.6908,1,0.4,0.13,-30.2328
0.022014,11.7868,1,0.4,0.14,-30.1724
0.022015,11.8828,1,0.4,0.15,-30.1121
0.022016,11.9788,1,0.4,0.16,-30.0519
0.022017,12.0748,1,0.4,0.17,-29.9919
0.022018,12.1708,1,0.4,0.18,-29.932
0.022019,12.2668,1,0.4,0.19,-29.8722
0.02202,12.3628,1,0.4,0.2,-29.8125
0.022021,12.4588,1,0.4,0.21,-29.7529
0.022022,12.5548,1,0.4,0.22,-29.6935
0.022023,12.6508,1,0.4,0.23,-29.6342
0.022024,12.7468,1,0.4,0.24,-29.5749
0.022025,12.8428,1,0.4,0.25,-29.5159
0.022026,12.9388,1,0.4,0.26,-29.4569
0.022027,13.0348,1,0.4,0.27,-29.398
0.022028,13.1308,1,0.4,0.28,-29.3393
0.022029,13.2268,1,0.4,0.29,-29.2807
0.02203,13.3228,1,0.4,0.3,-29.2222
0.022031,13.4188,1,0.4,0.31,-29.1638
0.022032,13.5148,1,0.4,0.32,-29.1055
0.022033,13.6108,1,0.4,0.33,-29.0474
0.022034,13.7068,1,0.4,0.34,-28.9893
0.022035,13.8028,1,0.4,0.35,-28.9314
0.022036,13.8988,1,0.4,0.36,-28.8736
0.022037,13.9948,1,0.4,0.37,-28.8159
0.022038,14.0908,1,0.4,0.38,-28.7583
0.022039,14.1868,1,0.4,0.39,-28.7009
0.02204,14.2828,1,0.4,0.4,-28.6435
0.022041,14.2254,0,0.4,0.41,-28.7285
0.022042,14.1678,0,0.4,0.42,-28.8127
0.022043,14.1101,0,0.4,0.43,-28.8964
0.022044,14.0522,0,0.4,0.44,-28.9794
0.022045,13.9942,0,0.4,0.45,-29.0616
0.022046,13.936,0,0.4,0.46,-29.143
0.022047,13.8776,0,0.4,0.47,-29.2237
0.022048,13.8191,0,0.4,0.48,-29.3037
0.022049,13.7604,0,0.4,0.49,-29.3829
0.02205,13.7015,0,0.4,0.5,-29.4613
0.022051,13.6425,0,0.4,0.51,-29.5391
0.022052,13.5834,0,0.4,0.52,-29.616
0.022053,13.5241,0,0.4,0.53,-29.6923
0.022054,13.4646,0,0.4,0.54,-29.7677
0.022055,13.405,0,0.4,0.55,-29.8425
0.022056,13.3452,0,0.4,0.56,-29.9165
0.022057,13.2853,0,0.4,0.57,-29.9897
0.022058,13.2253,0,0.4,0.58,-30.0622
0.022059,13.1651,0,0.4,0.59,-30.134
0.02206,13.1047,0,0.4,0.6,-30.205
0.022061,13.0443,0,0.4,0.61,-30.2752
0.022062,12.9836,0,0.4,0.62,-30.3448
0.022063,12.9229,0,0.4,0.63,-30.4135
0.022064,12.862,0,0.4,0.64,-30.4816
0.022065,12.801,0,0.4,0.65,-30.5489
0.022066,12.7398,0,0.4,0.66,-30.6154
0.022067,12.6785,0,0.4,0.67,-30.6812
0.022068,12.6171,0,0.4,0.68,-30.7462
0.022069,12.5555,0,0.4,0.69,-30.8105
0.02207,12.4938,0,0.4,0.7,-30.8741
0.022071,12.432,0,0.4,0.71,-30.9369
0.022072,12.3701,0,0.4,0.72,-30.999
0.022073,12.308,0,0.4,0.73,-31.0603
0.022074,12.2458,0,0.4,0.74,-31.1209
0.022075,12.1835,0,0.4,0.75,-31.1808
0.022076,12.1211,0,0.4,0.76,-31.2399
0.022077,12.0586,0,0.4,0.77,-31.2982
0.022078,11.9959,0,0.4,0.78,-31.3558
0.022079,11.9332,0,0.4,0.79,-31.4127
0.02208,11.8703,0,0.4,0.8,-31.4689
0.022081,11.8073,0,0.4,0.81,-31.5243
0.022082,11.7442,0,0.4,0.82,-31.5789
0.022083,11.681,0,0.4,0.83,-31.6328
0.022084,11.6177,0,0.4,0.84,-31.686
0.022085,11.5542,0,0.4,0.85,-31.7384
0.022086,11.4907,0,0.4,0.86,-31.7901
0.022087,11.4271,0,0.4,0.87,-31.8411
0.022088,11.3633,0,0.4,0.88,-31.8913
0.022089,11.2995,0,0.4,0.89,-31.9408
0.02209,11.2356,0,0.4,0.9,-31.9895
0.022091,11.1715,0,0.4,0.91,-32.0375
0.022092,11.1074,0,0.4,0.92,-32.0848
0.022093,11.0432,0,0.4,0.93,-32.1313
0.022094,10.9789,0,0.4,0.94,-32.1771
0.022095,10.9145,0,0.4,0.95,-32.2222
0.022096,10.85,0,0.4,0.96,-32.2666
0.022097,10.7854,0,0.4,0.97,-32.3102
0.022098,10.7208,0,0.4,0.98,-32.353
0.022099,10.656,0,0.4,0.99,-32.3952
0.0221,10.5912,0,0.4,1,-32.4366
0.022101,10.5263,0,0.4,0.99,-32.4772
0.022102,10.4613,0,0.4,0.98,-32.5172
0.022103,10.3962,0,0.4,0.97,-32.5564
0.022104,10.3311,0,0.4,0.96,-32.5949
0.022105,10.2658,0,0.4,0.95,-32.6326
0.022106,10.2005,0,0.4,0.94,-32.6697
0.022107,10.1351,0,0.4,0.93,-32.706
0.022108,10.0697,0,0.4,0.92,-32.7415
0.022109,10.0042,0,0.4,0.91,-32.7764
0.02211,9.93859,0,0.4,0.9,-32.8105
0.022111,9.87294,0,0.4,0.89,-32.8439
0.022112,9.80722,0,0.4,0.88,-32.8766
0.022113,9.74143,0,0.4,0.87,-32.9086
0.022114,9.67558,0,0.4,0.86,-32.9398
0.022115,9.60967,0,0.4,0.85,-32.9703
0.022116,9.5437,0,0.4,0.84,-33.0001
0.022117,9.47767,0,0.4,0.83,-33.0292
0.022118,9.41159,0,0.4,0.82,-33.0575
0.022119,9.34544,0,0.4,0.81,-33.0852
0.02212,9.27925,0,0.4,0.8,-33.1121
0.022121,9.21299,0,0.4,0.79,-33.1383
0.022122,9.14669,0,0.4,0.78,-33.1638
0.022123,9.08034,0,0.4,0.77,-33.1886
0.022124,9.01394,0,0.4,0.76,-33.2127
0.022125,8.94749,0,0.4,0.75,-33.236
0.022126,8.88099,0,0.4,0.74,-33.2587
0.022127,8.81445,0,0.4,0.73,-33.2806
0.022128,8.74787,0,0.4,0.72,-33.3018
0.022129,8.68125,0,0.4,0.71,-33.3224
0.02213,8.61458,0,0.4,0.7,-33.3422
0.022131,8.54788,0,0.4,0.69,-33.3613
0.022132,8.48114,0,0.4,0.68,-33.3797
0.022133,8.41436,0,0.4,0.67,-33.3974
0.022134,8.34755,0,0.4,0.66,-33.4144
0.022135,8.2807,0,0.4,0.65,-33.4307
0.022136,8.21383,0,0.4,0.64,-33.4463
0.022137,8.14692,0,0.4,0.63,-33.4612
0.022138,8.07998,0,0.4,0.62,-33.4754
0.022139,8.01302,0,0.4,0.61,-33.4889
0.02214,7.94603,0,0.4,0.6,-33.5017
0.022141,7.87901,0,0.4,0.59,-33.5138
0.022142,7.81197,0,0.4,0.58,-33.5252
0.022143,7.74491,0,0.4,0.57,-33.5359
0.022144,7.67783,0,0.4,0.56,-33.546
0.022145,7.61073,0,0.4,0.55,-33.5553
0.022146,7.54361,0,0.4,0.54,-33.564
0.022147,7.47647,0,0.4,0.53,-33.5719
0.022148,7.40932,0,0.4,0.52,-33.5792
0.022149,7.34216,0,0.4,0.51,-33.5858
0.02215,7.27498,0,0.4,0.5,-33.5917
0.022151,7.20779,0,0.4,0.49,-33.5969
0.022152,7.14059,0,0.4,0.48,-33.6015
0.022153,7.07338,0,0.4,0.47,-33.6053
0.022154,7.00617,0,0.4,0.46,-33.6085
0.022155,6.93895,0,0.4,0.45,-33.611
0.022156,6.87173,0,0.4,0.44,-33.6129
0.022157,6.8045,0,0.4,0.43,-33.614
0.022158,6.73727,0,0.4,0.42,-33.6145
0.022159,6.67004,0,0.4,0.41,-33.6143
0.02216,6.60281,0,0.4,0.4,-33.6134
0.022161,6.69881,1,0.4,0.39,-33.5463
0.022162,6.79481,1,0.4,0.38,-33.4793
0.022163,6.89081,1,0.4,0.37,-33.4124
0.022164,6.98681,1,0.4,0.36,-33.3457
0.022165,7.08281,1,0.4,0.35,-33.279
0.022166,7.17881,1,0.4,0.34,-33.2125
0.022167,7.27481,1,0.4,0.33,-33.1462
0.022168,7.37081,1,0.4,0.32,-33.08
0.022169,7.46681,1,0.4,0.31,-33.0139
0.02217,7.56281,1,0.4,0.3,-32.9479
0.022171,7.65881,1,0.4,0.29,-32.8821
0.022172,7.75481,1,0.4,0.28,-32.8164
0.022173,7.85081,1,0.4,0.27,-32.7508
0.022174,7.94681,1,0.4,0.26,-32.6854
0.022175,8.04281,1,0.4,0.25,-32.6201
0.022176,8.13881,1,0.4,0.24,-32.5549
0.022177,8.23481,1,0.4,0.23,-32.4898
0.022178,8.33081,1,0.4,0.22,-32.4249
0.022179,8.42681,1,0.4,0.21,-32.3601
0.02218,8.52281,1,0.4,0.2,-32.2955
0.022181,8.61881,1,0.4,0.19,-32.231
0.022182,8.71481,1,0.4,0.18,-32.1666
0.022183,8.81081,1,0.4,0.17,-32.1023
0.022184,8.90681,1,0.4,0.16,-32.0382
0.022185,9.00281,1,0.4,0.15,-31.9741
0.022186,9.09881,1,0.4,0.14,-31.9103
0.022187,9.19481,1,0.4,0.13,-31.8465
0.022188,9.29081,1,0.4,0.12,-31.7829
0.022189,9.38681,1,0.4,0.11,-31.7194
0.02219,9.48281,1,0.4,0.1,-31.656
0.022191,9.57881,1,0.4,0.09,-31.5927
0.022192,9.67481,1,0.4,0.08,-31.5296
0.022193,9.77081,1,0.4,0.07,-31.4666
0.022194,9.86681,1,0.4,0.06,-31.4038
0.022195,9.96281,1,0.4,0.05,-31.341
0.022196,10.0588,1,0.4,0.04,-31.2784
0.022197,10.1548,1,0.4,0.03,-31.2159
0.022198,10.2508,1,0.4,0.02,-31.1535
0.022199,10.3468,1,0.4,0.01,-31.0913
0.0222,10.4428,1,0.4,1.57166e-011,-31.0292
0.022201,10.5388,1,0.4,0.01,-30.9672
0.022202,10.6348,1,0.4,0.02,-30.9053
0.022203,10.7308,1,0.4,0.03,-30.8435
0.022204,10.8268,1,0.4,0.04,-30.7819
0.022205,10.9228,1,0.4,0.05,-30.7204
0.022206,11.0188,1,0.4,0.06,-30.659
0.022207,11.1148,1,0.4,0.07,-30.5978
0.022208,11.2108,1,0.4,0.08,-30.5366
0.022209,11.3068,1,0.4,0.09,-30.4756
0.02221,11.4028,1,0.4,0.1,-30.4147
0.022211,11.4988,1,0.4,0.11,-30.354
0.022212,11.5948,1,0.4,0.12,-30.2933
0.022213,11.6908,1,0.4,0.13,-30.2328
0.022214,11.7868,1,0.4,0.14,-30.1724
0.022215,11.8828,1,0.4,0.15,-30.1121
0.022216,11.9788,1,0.4,0.16,-30.0519
0.022217,12.0748,1,0.4,0.17,-29.9919
0.022218,12.1708,1,0.4,0.18,-29.932
0.022219,12.2668,1,0.4,0.19,-29.8722
0.02222,12.3628,1,0.4,0.2,-29.8125
0.022221,12.4588,1,0.4,0.21,-29.7529
0.022222,12.5548,1,0.4,0.22,-29.6935
0.022223,12.6508,1,0.4,0.23,-29.6342
0.022224,12.7468,1,0.4,0.24,-29.5749
0.022225,12.8428,1,0.4,0.25,-29.5159
0.022226,12.9388,1,0.4,0.26,-29.4569
0.022227,13.0348,1,0.4,0.27,-29.398
0.022228,13.1308,1,0.4,0.28,-29.3393
0.022229,13.2268,1,0.4,0.29,-29.2807
0.02223,13.3228,1,0.4,0.3,-29.2222
0.022231,13.4188,1,0.4,0.31,-29.1638
0.022232,13.5148,1,0.4,0.32,-29.1055
0.022233,13.6108,1,0.4,0.33,-29.0474
0.022234,13.7068,1,0.4,0.34,-28.9893
0.022235,13.8028,1,0.4,0.35,-28.9314
0.022236,13.8988,1,0.4,0.36,-28.8736
0.022237,13.9948,1,0.4,0.37,-28.8159
0.022238,14.0908,1,0.4,0.38,-28.7583
0.022239,14.1868,1,0.4,0.39,-28.7009
0.02224,14.2828,1,0.4,0.4,-28.6435
0.022241,14.2254,0,0.4,0.41,-28.7285
0.022242,14.1678,0,0.4,0.42,-28.8127
0.022243,14.1101,0,0.4,0.43,-28.8964
0.022244,14.0522,0,0.4,0.44,-28.9794
0.022245,13.9942,0,0.4,0.45,-29.0616
0.022246,13.936,0,0.4,0.46,-29.143
0.022247,13.8776,0,0.4,0.47,-29.2237
0.022248,13.8191,0,0.4,0.48,-29.3037
0.022249,13.7604,0,0.4,0.49,-29.3829
0.02225,13.7015,0,0.4,0.5,-29.4613
0.022251,13.6425,0,0.4,0.51,-29.5391
0.022252,13.5834,0,0.4,0.52,-29.616
0.022253,13.5241,0,0.4,0.53,-29.6923
0.022254,13.4646,0,0.4,0.54,-29.7677
0.022255,13.405,0,0.4,0.55,-29.8425
0.022256,13.3452,0,0.4,0.56,-29.9165
0.022257,13.2853,0,0.4,0.57,-29.9897
0.022258,13.2253,0,0.4,0.58,-30.0622
0.022259,13.1651,0,0.4,0.59,-30.134
0.02226,13.1047,0,0.4,0.6,-30.205
0.022261,13.0443,0,0.4,0.61,-30.2752
0.022262,12.9836,0,0.4,0.62,-30.3448
0.022263,12.9229,0,0.4,0.63,-30.4135
0.022264,12.862,0,0.4,0.64,-30.4816
0.022265,12.801,0,0.4,0.65,-30.5489
0.022266,12.7398,0,0.4,0.66,-30.6154
0.022267,12.6785,0,0.4,0.67,-30.6812
0.022268,12.6171,0,0.4,0.68,-30.7462
0.022269,12.5555,0,0.4,0.69,-30.8105
0.02227,12.4938,0,0.4,0.7,-30.8741
0.022271,12.432,0,0.4,0.71,-30.9369
0.022272,12.3701,0,0.4,0.72,-30.999
0.022273,12.308,0,0.4,0.73,-31.0603
0.022274,12.2458,0,0.4,0.74,-31.1209
0.022275,12.1835,0,0.4,0.75,-31.1808
0.022276,12.1211,0,0.4,0.76,-31.2399
0.022277,12.0586,0,0.4,0.77,-31.2982
0.022278,11.9959,0,0.4,0.78,-31.3558
0.022279,11.9332,0,0.4,0.79,-31.4127
0.02228,11.8703,0,0.4,0.8,-31.4689
0.022281,11.8073,0,0.4,0.81,-31.5243
0.022282,11.7442,0,0.4,0.82,-31.5789
0.022283,11.681,0,0.4,0.83,-31.6328
0.022284,11.6177,0,0.4,0.84,-31.686
0.022285,11.5542,0,0.4,0.85,-31.7384
0.022286,11.4907,0,0.4,0.86,-31.7901
0.022287,11.4271,0,0.4,0.87,-31.8411
0.022288,11.3633,0,0.4,0.88,-31.8913
0.022289,11.2995,0,0.4,0.89,-31.9408
0.02229,11.2356,0,0.4,0.9,-31.9895
0.022291,11.1715,0,0.4,0.91,-32.0375
0.022292,11.1074,0,0.4,0.92,-32.0848
0.022293,11.0432,0,0.4,0.93,-32.1313
0.022294,10.9789,0,0.4,0.94,-32.1771
0.022295,10.9145,0,0.4,0.95,-32.2222
0.022296,10.85,0,0.4,0.96,-32.2666
0.022297,10.7854,0,0.4,0.97,-32.3102
0.022298,10.7208,0,0.4,0.98,-32.353
0.022299,10.656,0,0.4,0.99,-32.3952
0.0223,10.5912,0,0.4,1,-32.4366
0.022301,10.5263,0,0.4,0.99,-32.4772
0.022302,10.4613,0,0.4,0.98,-32.5172
0.022303,10.3962,0,0.4,0.97,-32.5564
0.022304,10.3311,0,0.4,0.96,-32.5949
0.022305,10.2658,0,0.4,0.95,-32.6326
0.022306,10.2005,0,0.4,0.94,-32.6697
0.022307,10.1351,0,0.4,0.93,-32.706
0.022308,10.0697,0,0.4,0.92,-32.7415
0.022309,10.0042,0,0.4,0.91,-32.7764
0.02231,9.93859,0,0.4,0.9,-32.8105
0.022311,9.87294,0,0.4,0.89,-32.8439
0.022312,9.80722,0,0.4,0.88,-32.8766
0.022313,9.74143,0,0.4,0.87,-32.9086
0.022314,9.67558,0,0.4,0.86,-32.9398
0.022315,9.60967,0,0.4,0.85,-32.9703
0.022316,9.5437,0,0.4,0.84,-33.0001
0.022317,9.47767,0,0.4,0.83,-33.0292
0.022318,9.41159,0,0.4,0.82,-33.0575
0.022319,9.34544,0,0.4,0.81,-33.0852
0.02232,9.27925,0,0.4,0.8,-33.1121
0.022321,9.21299,0,0.4,0.79,-33.1383
0.022322,9.14669,0,0.4,0.78,-33.1638
0.022323,9.08034,0,0.4,0.77,-33.1886
0.022324,9.01394,0,0.4,0.76,-33.2127
0.022325,8.94749,0,0.4,0.75,-33.236
0.022326,8.88099,0,0.4,0.74,-33.2587
0.022327,8.81445,0,0.4,0.73,-33.2806
0.022328,8.74787,0,0.4,0.72,-33.3018
0.022329,8.68125,0,0.4,0.71,-33.3224
0.02233,8.61458,0,0.4,0.7,-33.3422
0.022331,8.54788,0,0.4,0.69,-33.3613
0.022332,8.48114,0,0.4,0.68,-33.3797
0.022333,8.41436,0,0.4,0.67,-33.3974
0.022334,8.34755,0,0.4,0.66,-33.4144
0.022335,8.2807,0,0.4,0.65,-33.4307
0.022336,8.21383,0,0.4,0.64,-33.4463
0.022337,8.14692,0,0.4,0.63,-33.4612
0.022338,8.07998,0,0.4,0.62,-33.4754
0.022339,8.01302,0,0.4,0.61,-33.4889
0.02234,7.94603,0,0.4,0.6,-33.5017
0.022341,7.87901,0,0.4,0.59,-33.5138
0.022342,7.81197,0,0.4,0.58,-33.5252
0.022343,7.74491,0,0.4,0.57,-33.5359
0.022344,7.67783,0,0.4,0.56,-33.546
0.022345,7.61073,0,0.4,0.55,-33.5553
0.022346,7.54361,0,0.4,0.54,-33.564
0.022347,7.47647,0,0.4,0.53,-33.5719
0.022348,7.40932,0,0.4,0.52,-33.5792
0.022349,7.34216,0,0.4,0.51,-33.5858
0.02235,7.27498,0,0.4,0.5,-33.5917
0.022351,7.20779,0,0.4,0.49,-33.5969
0.022352,7.14059,0,0.4,0.48,-33.6015
0.022353,7.07338,0,0.4,0.47,-33.6053
0.022354,7.00617,0,0.4,0.46,-33.6085
0.022355,6.93895,0,0.4,0.45,-33.611
0.022356,6.87173,0,0.4,0.44,-33.6129
0.022357,6.8045,0,0.4,0.43,-33.614
0.022358,6.73727,0,0.4,0.42,-33.6145
0.022359,6.67004,0,0.4,0.41,-33.6143
0.02236,6.60281,0,0.4,0.4,-33.6134
0.022361,6.69881,1,0.4,0.39,-33.5463
0.022362,6.79481,1,0.4,0.38,-33.4793
0.022363,6.89081,1,0.4,0.37,-33.4124
0.022364,6.98681,1,0.4,0.36,-33.3457
0.022365,7.08281,1,0.4,0.35,-33.279
0.022366,7.17881,1,0.4,0.34,-33.2125
0.022367,7.27481,1,0.4,0.33,-33.1462
0.022368,7.37081,1,0.4,0.32,-33.08
0.022369,7.46681,1,0.4,0.31,-33.0139
0.02237,7.56281,1,0.4,0.3,-32.9479
0.022371,7.65881,1,0.4,0.29,-32.8821
0.022372,7.75481,1,0.4,0.28,-32.8164
0.022373,7.85081,1,0.4,0.27,-32.7508
0.022374,7.94681,1,0.4,0.26,-32.6854
0.022375,8.04281,1,0.4,0.25,-32.6201
0.022376,8.13881,1,0.4,0.24,-32.5549
0.022377,8.23481,1,0.4,0.23,-32.4898
0.022378,8.33081,1,0.4,0.22,-32.4249
0.022379,8.42681,1,0.4,0.21,-32.3601
0.02238,8.52281,1,0.4,0.2,-32.2955
0.022381,8.61881,1,0.4,0.19,-32.231
0.022382,8.71481,1,0.4,0.18,-32.1666
0.022383,8.81081,1,0.4,0.17,-32.1023
0.022384,8.90681,1,0.4,0.16,-32.0382
0.022385,9.00281,1,0.4,0.15,-31.9741
0.022386,9.09881,1,0.4,0.14,-31.9103
0.022387,9.19481,1,0.4,0.13,-31.8465
0.022388,9.29081,1,0.4,0.12,-31.7829
0.022389,9.38681,1,0.4,0.11,-31.7194
0.02239,9.48281,1,0.4,0.1,-31.656
0.022391,9.57881,1,0.4,0.09,-31.5927
0.022392,9.67481,1,0.4,0.08,-31.5296
0.022393,9.77081,1,0.4,0.07,-31.4666
0.022394,9.86681,1,0.4,0.06,-31.4038
0.022395,9.96281,1,0.4,0.05,-31.341
0.022396,10.0588,1,0.4,0.04,-31.2784
0.022397,10.1548,1,0.4,0.03,-31.2159
0.022398,10.2508,1,0.4,0.02,-31.1535
0.022399,10.3468,1,0.4,0.01,-31.0913
0.0224,10.4428,1,0.4,1.77289e-011,-31.0292
0.022401,10.5388,1,0.4,0.01,-30.9672
0.022402,10.6348,1,0.4,0.02,-30.9053
0.022403,10.7308,1,0.4,0.03,-30.8435
0.022404,10.8268,1,0.4,0.04,-30.7819
0.022405,10.9228,1,0.4,0.05,-30.7204
0.022406,11.0188,1,0.4,0.06,-30.659
0.022407,11.1148,1,0.4,0.07,-30.5978
0.022408,11.2108,1,0.4,0.08,-30.5366
0.022409,11.3068,1,0.4,0.09,-30.4756
